№;Количество подписчиков;Username;Тип;Ссылка Telegram
79;1 156;docvolkova_ekb;Чат;https://t.me/docvolkova_ekb
80;4 297;medvoprosy;Чат;https://t.me/medvoprosy
81;1 442;tkmb_zdrav;Чат;https://t.me/tkmb_zdrav
82;1 169;drlitvinovao;Чат;https://t.me/drlitvinovao
83;726;amo_medicine_chat;Чат;https://t.me/amo_medicine_chat
84;8 760;C7LuzE3bE0S6mr66WygJhg;Чат;https://t.me/C7LuzE3bE0S6mr66WygJhg
85;3 259;frmr_frmo_chat;Чат;https://t.me/frmr_frmo_chat
86;19 138;stomatolog_chat;Чат;https://t.me/stomatolog_chat
87;5 828;vbr_chat;Чат;https://t.me/vbr_chat
88;4 128;cytolablive;Чат;https://t.me/cytolablive
89;9 090;C7LuzFOgKyd6t9zBH-40yw;Чат;https://t.me/C7LuzFOgKyd6t9zBH-40yw
90;4 072;QZYEAfsF8yc0MTIy;Чат;https://t.me/QZYEAfsF8yc0MTIy
91;4 268;CytoLabDiag;Чат;https://t.me/CytoLabDiag
92;12 972;dermatolog_chat;Чат;https://t.me/dermatolog_chat
93;1 984;moinaki_rea;Чат;https://t.me/moinaki_rea
94;2 529;Revmoartritt;Чат;https://t.me/Revmoartritt
95;1 453;lifeibs;Чат;https://t.me/lifeibs
96;5 260;AnesthesiologyONE;Чат;https://t.me/AnesthesiologyONE
97;14 552;stomdental_terapiya;Чат;https://t.me/stomdental_terapiya
98;6 459;NsieRUZCEq3Gp9GyMEo1Ww;Чат;https://t.me/NsieRUZCEq3Gp9GyMEo1Ww
99;1 639;smsdent;Чат;https://t.me/smsdent
100;4 929;C7LuzBzW8J650SWz4yTn2w;Чат;https://t.me/C7LuzBzW8J650SWz4yTn2w
